0.9444444,0.98169744,0.0,0.0,0.0
0.8888889,0.9790674,0.0,0.0,0.0
0.8333333,0.9769395,0.0,0.0,0.0
0.7777778,0.9747214,0.0,0.0,0.0
0.7222222,0.97421163,0.0,0.0,0.0
0.6666667,0.9740614,0.0,0.0,0.0
0.6111111,0.9731249,0.0,0.0,0.0
0.5555556,0.9731154,0.0,0.0,0.0
0.5,0.9706678,0.0,0.0,0.0
0.44444445,0.96738404,0.0,0.0,0.0
0.3888889,0.9658096,0.0,0.0,0.0
0.33333334,0.96305275,0.0,0.0,0.0
0.2777778,0.961528,0.0,0.0,0.0
0.22222222,0.9547043,0.0,0.0,0.0
0.16666667,0.9531028,0.0,0.0,0.0
0.11111111,0.94696724,0.0,0.0,0.0
0.055555556,0.9462087,0.0,0.0,0.0
0.0,0.9462087,0.0,0.0,0.0
0.9444444,0.94401884,0.0,0.0,0.0
0.8888889,0.9394128,0.0,0.0,0.0
0.8333333,0.93803847,0.0,0.0,0.0
0.7777778,0.93450016,0.0,0.0,0.0
0.7222222,0.9279528,0.0,0.0,0.0
0.6666667,0.9226015,0.0,0.0,0.0
0.6111111,0.9006076,0.0,0.0,0.0
0.5555556,0.8975256,0.0,0.0,0.0
0.5,0.89412415,0.0,0.0,0.0
0.44444445,0.89386237,0.0,0.0,0.0
0.3888889,0.8798808,0.0,0.0,0.0
0.33333334,0.8778162,0.0,0.0,0.0
0.2777778,0.87222147,0.0,0.0,0.0
0.22222222,0.86619824,0.0,0.0,0.0
0.16666667,0.8431879,0.0,0.0,0.0
0.11111111,0.8238609,0.0,0.0,0.0
0.055555556,0.82150877,0.0,0.0,0.0
0.0,0.82150877,0.0,0.0,0.0
0.9444444,0.8091615,0.0,0.0,0.0
0.8888889,0.7935327,0.0,0.0,0.0
0.8333333,0.76610076,0.0,0.0,0.0
0.7777778,0.7439195,0.0,0.0,0.0
0.7222222,0.729769,0.0,0.0,0.0
0.6666667,0.7175102,0.0,0.0,0.0
0.6111111,0.6852251,0.0,0.0,0.0
0.5555556,0.6343973,0.0,0.0,0.0
0.5,0.5396259,0.0,0.0,1.0
0.44444445,0.5186611,0.0,0.0,0.8
0.3888889,0.43858016,0.0,0.0,0.6
0.33333334,0.33643398,0.0,0.0,0.4
0.2777778,0.3290024,0.0,0.0,0.2
0.22222222,0.30540186,0.005,1.0,0.0
0.16666667,0.22378749,0.005,1.0,0.0
0.11111111,0.055714507,0.005,1.0,0.0
0.055555556,0.14081813,0.005,1.0,0.0
0.0,0.9999,0.0,0.0,0.0
0.9444444,0.9998994,0.0,0.0,0.0
0.8888889,0.9998908,0.0,0.0,0.0
0.8333333,0.99987215,0.0,0.0,0.0
0.7777778,0.9998615,0.0,0.0,0.0
0.7222222,0.9998441,0.0,0.0,0.0
0.6666667,0.99984163,0.0,0.0,0.0
0.6111111,0.99984026,0.0,0.0,0.0
0.5555556,0.9998158,0.0,0.0,0.0
0.5,0.9998099,0.0,0.0,0.0
0.44444445,0.99980545,0.0,0.0,0.0
0.3888889,0.99977785,0.0,0.0,0.0
